CODIGO_CARRERA,UNI_CODIGO,NOMBRE_CARRERA,NOMBRE_UNIVERSIDAD,REGION_CASA_MATRIZ,%_NOTAS,%_Ranking,%_LENG,%_MATE1,%_MATE2,%_HYCS,%_CIEN,EXIGE_MATE2,PROM_MINIMO_LENMAT,PONDERADO_MINIMO,VACANTES_1SEM,SC_1S,VACANTES_2SEM,SC_2S,RESTRINGE_SEXO,PRUEBA_ESPECIAL,TIPO_PE,PONDERACION_PE,PO_ALTERNATIVA,MAX_POST_UNIV,EXCLUYE_DESDE_PREFERENCIA,CDP_VACANTES_ESPECIALES,CAR_PEDAGOGIA,CAR_MIN_RKG,CAR_SEL_PEDA,PACE,CAR_VACANTES_PACE,REG_CODIGO,VACANTES_GENERO,CAR_CIENCIAS_TECNOLOGIA,ACREDITADA_3AHNOS
37068,37,TECNOLOGIA MEDICA,UNIVERSIDAD CATOLICA DE TEMUCO,9,10,40,10,20,0,,20.0,N,458,,25,10.0,,,,N,,,N,21,21,2.0,N,,0,S,3,9,,N,
37069,37,GEOLOGÍA,UNIVERSIDAD CATOLICA DE TEMUCO,9,10,50,10,20,0,10.0,10.0,N,458,,48,10.0,,,,N,,,S,21,21,2.0,N,,0,S,5,9,2.0,S,
37090,37,BACHILLER EN CIENCIAS Y HUMANIDADES,UNIVERSIDAD CATOLICA DE TEMUCO,9,10,50,15,15,0,10.0,10.0,N,458,,180,40.0,,,,N,,,S,21,21,2.0,N,,0,S,87,9,2.0,S,
37091,37,ARQUEOLOGÍA,UNIVERSIDAD CATOLICA DE TEMUCO,9,10,50,15,10,0,15.0,15.0,N,458,,20,7.0,,,,N,,,S,21,21,2.0,N,,0,S,45,9,,N,
37092,37,ARQUITECTURA,UNIVERSIDAD CATOLICA DE TEMUCO,9,10,40,15,25,0,10.0,10.0,N,458,,48,10.0,,,,N,,,S,21,21,2.0,N,,0,S,1,9,,N,
37095,37,DISEÑO,UNIVERSIDAD CATOLICA DE TEMUCO,9,10,50,15,15,0,10.0,10.0,N,458,,55,26.0,,,,N,,,S,21,21,2.0,N,,0,S,40,9,,N,
37096,37,LICENCIATURA EN FILOSOFIA,UNIVERSIDAD CATOLICA DE TEMUCO,9,10,50,15,10,0,15.0,15.0,N,458,,20,10.0,,,,N,,,S,21,21,2.0,N,,0,S,15,9,,N,
37097,37,INGENIERIA EN CONSTRUCCION,UNIVERSIDAD CATOLICA DE TEMUCO,9,10,50,10,15,5,10.0,10.0,S,458,,40,15.0,,,,N,,,S,21,21,2.0,N,,0,S,15,9,2.0,S,
37098,37,INGENIERIA ELECTRICA,UNIVERSIDAD CATOLICA DE TEMUCO,9,10,50,10,15,5,10.0,10.0,S,458,,40,15.0,,,,N,,,S,21,21,2.0,N,,0,S,15,9,2.0,S,
37099,37,QUIMICA Y FARMACIA,UNIVERSIDAD CATOLICA DE TEMUCO,9,10,50,10,10,0,,20.0,N,458,,30,10.0,,,,N,,,N,21,21,2.0,N,,0,S,4,9,,N,
37100,37,PEDAGOGIA EN LENGUA Y CULTURA MAPUCHE,UNIVERSIDAD CATOLICA DE TEMUCO,9,10,50,20,10,0,10.0,10.0,N,458,,20,5.0,,,,N,,,S,21,21,2.0,S,,1,S,15,9,,N,
37101,37,OFICIOS CREATIVOS,UNIVERSIDAD CATOLICA DE TEMUCO,9,10,50,15,10,0,15.0,15.0,N,458,,30,10.0,,,,N,,,S,21,21,2.0,N,,0,S,19,9,,N,
37102,37,MEDICINA,UNIVERSIDAD CATOLICA DE TEMUCO,9,10,30,15,25,0,,20.0,N,485,,55,2.0,,,,N,,,N,21,21,2.0,N,,0,S,1,9,,N,S
38003,38,INGENIERÍA COMERCIAL,UNIVERSIDAD DIEGO PORTALES,13,10,35,10,35,0,10.0,10.0,N,500,530.0,375,123.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,N,S
38004,38,DERECHO,UNIVERSIDAD DIEGO PORTALES,13,10,20,40,20,0,10.0,10.0,N,600,600.0,261,72.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,N,
38005,38,PSICOLOGÍA,UNIVERSIDAD DIEGO PORTALES,13,10,20,35,25,0,10.0,10.0,N,600,600.0,206,35.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,N,
38006,38,CONTADOR AUDITOR-CONTADOR PÚBLICO,UNIVERSIDAD DIEGO PORTALES,13,10,35,10,35,0,10.0,10.0,N,485,485.0,138,31.0,,,,N,,,S,21,21,5.0,N,,0,N,0,13,,N,
38009,38,PERIODISMO,UNIVERSIDAD DIEGO PORTALES,13,10,30,40,10,0,10.0,10.0,N,500,500.0,145,39.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,N,
38013,38,PUBLICIDAD,UNIVERSIDAD DIEGO PORTALES,13,10,30,40,10,0,10.0,10.0,N,500,500.0,125,31.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,N,
38015,38,DISEÑO CON MENCIONES,UNIVERSIDAD DIEGO PORTALES,13,10,30,25,25,0,10.0,10.0,N,500,500.0,160,57.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,N,
38032,38,BACHILLERATO EN CIENCIAS SOCIALES Y HUMANIDADES,UNIVERSIDAD DIEGO PORTALES,13,10,30,25,20,0,15.0,15.0,N,500,500.0,145,29.0,,,,N,,,S,21,21,5.0,N,,0,N,0,13,,N,
38080,38,INGENIERÍA CIVIL PLAN COMÚN,UNIVERSIDAD DIEGO PORTALES,13,10,30,10,35,5,10.0,10.0,S,500,500.0,150,52.0,,,,N,,,S,21,21,5.0,N,,0,N,0,13,10.0,S,
38083,38,ARQUITECTURA,UNIVERSIDAD DIEGO PORTALES,13,10,30,20,30,0,10.0,10.0,N,500,500.0,140,36.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,N,
38162,38,SOCIOLOGÍA,UNIVERSIDAD DIEGO PORTALES,13,10,30,25,20,0,15.0,15.0,N,485,485.0,49,19.0,,,,N,,,S,21,21,5.0,N,,0,N,0,13,,N,
38163,38,CIENCIA POLÍTICA,UNIVERSIDAD DIEGO PORTALES,13,10,30,25,20,0,15.0,15.0,N,500,500.0,90,38.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,N,
38164,38,LICENCIATURA EN HISTORIA,UNIVERSIDAD DIEGO PORTALES,13,10,30,25,10,0,25.0,25.0,N,485,485.0,27,10.0,,,,N,,,S,21,21,5.0,N,,0,N,0,13,,N,S
38166,38,LITERATURA CREATIVA,UNIVERSIDAD DIEGO PORTALES,13,10,30,40,10,0,10.0,10.0,N,500,500.0,65,9.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,N,S
38167,38,PEDAGOGÍA EN EDUCACIÓN GENERAL BÁSICA,UNIVERSIDAD DIEGO PORTALES,13,10,40,20,20,0,10.0,10.0,N,500,480.0,55,18.0,,,,N,,,S,21,21,5.0,S,,0,N,0,13,,N,
38168,38,PEDAGOGÍA EN EDUCACIÓN PARVULARIA,UNIVERSIDAD DIEGO PORTALES,13,10,40,25,15,0,10.0,10.0,N,500,480.0,66,12.0,,,,N,,,S,21,21,1.0,S,,0,N,0,13,,N,
38170,38,MEDICINA,UNIVERSIDAD DIEGO PORTALES,13,10,20,20,40,0,,10.0,N,650,650.0,64,11.0,,,,N,,,N,21,21,1.0,N,,0,N,0,13,,N,
38171,38,ODONTOLOGÍA,UNIVERSIDAD DIEGO PORTALES,13,10,20,25,35,0,,10.0,N,500,550.0,62,17.0,,,,N,,,N,21,21,1.0,N,,0,N,0,13,,N,
38172,38,TECNOLOGÍA MÉDICA,UNIVERSIDAD DIEGO PORTALES,13,10,20,25,35,0,,10.0,N,500,500.0,129,18.0,,,,N,,,N,21,21,1.0,N,,0,N,0,13,,N,
38173,38,ENFERMERÍA,UNIVERSIDAD DIEGO PORTALES,13,10,20,25,35,0,,10.0,N,500,500.0,100,30.0,,,,N,,,N,21,21,1.0,N,,0,N,0,13,,N,
38174,38,INGENIERÍA CIVIL INDUSTRIAL,UNIVERSIDAD DIEGO PORTALES,13,10,30,10,35,5,10.0,10.0,S,500,500.0,270,71.0,,,,N,,,S,21,21,5.0,N,,0,N,0,13,10.0,S,
38175,38,INGENIERÍA CIVIL EN INFORMÁTICA Y TELECOMUNICACIONES,UNIVERSIDAD DIEGO PORTALES,13,10,30,10,35,5,10.0,10.0,S,500,500.0,170,31.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,5.0,S,
38176,38,INGENIERÍA CIVIL EN OBRAS CIVILES,UNIVERSIDAD DIEGO PORTALES,13,10,30,10,35,5,10.0,10.0,S,500,500.0,80,18.0,,,,N,,,S,21,21,5.0,N,,0,N,0,13,10.0,S,
38285,38,ARTES VISUALES,UNIVERSIDAD DIEGO PORTALES,13,10,30,30,20,0,10.0,10.0,N,500,500.0,60,22.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,N,
38292,38,INGENIERÍA EN CONTROL DE GESTIÓN,UNIVERSIDAD DIEGO PORTALES,13,10,35,10,35,0,10.0,10.0,N,490,490.0,105,34.0,,,,N,,,S,21,21,5.0,N,,0,N,0,13,,N,
38323,38,OBSTETRICIA Y NEONATOLOGÍA,UNIVERSIDAD DIEGO PORTALES,13,10,20,25,35,0,,10.0,N,500,500.0,59,10.0,,,,N,,,N,21,21,1.0,N,,0,N,0,13,,N,
38325,38,KINESIOLOGÍA,UNIVERSIDAD DIEGO PORTALES,13,10,20,25,35,0,,10.0,N,500,500.0,91,24.0,,,,N,,,N,21,21,1.0,N,,0,N,0,13,,N,
38326,38,PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL CON MENCIÓN EN DESARROLLO COGNITIVO,UNIVERSIDAD DIEGO PORTALES,13,10,40,20,20,0,10.0,10.0,N,500,480.0,62,10.0,,,,N,,,S,21,21,1.0,S,,0,N,0,13,,N,
38327,38,PEDAGOGÍA EN INGLÉS,UNIVERSIDAD DIEGO PORTALES,13,10,30,30,20,0,10.0,10.0,N,500,480.0,85,21.0,,,,N,,,S,21,21,1.0,S,,0,N,0,13,,N,
38336,38,ADMINISTRACIÓN PÚBLICA,UNIVERSIDAD DIEGO PORTALES,13,10,35,20,25,0,10.0,10.0,N,500,500.0,70,25.0,,,,N,,,S,21,21,5.0,N,,0,N,0,13,,N,
38337,38,ANTROPOLOGÍA,UNIVERSIDAD DIEGO PORTALES,13,10,30,25,20,0,15.0,15.0,N,485,485.0,35,30.0,,,,N,,,S,21,21,5.0,N,,0,N,0,13,,N,
38338,38,BACHILLERATO EN ADMINISTRACIÓN Y ECONOMIA,UNIVERSIDAD DIEGO PORTALES,13,10,40,20,20,0,10.0,10.0,N,485,485.0,60,55.0,,,,N,,,S,21,21,5.0,N,,0,N,0,13,,N,
38339,38,CINE Y REALIZACIÓN AUDIOVISUAL,UNIVERSIDAD DIEGO PORTALES,13,10,30,40,10,0,10.0,10.0,N,500,500.0,65,21.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,N,
39101,39,AGRONOMIA,UNIVERSIDAD MAYOR,13,10,10,35,35,0,10.0,10.0,N,480,,90,30.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,N,
39102,39,ANIMACION DIGITAL,UNIVERSIDAD MAYOR,13,10,20,35,25,0,10.0,10.0,N,458,,60,10.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,N,
39103,39,ARQUITECTURA,UNIVERSIDAD MAYOR,13,10,20,20,30,0,20.0,20.0,N,458,,110,35.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,N,
39104,39,BIOTECNOLOGIA,UNIVERSIDAD MAYOR,13,10,10,25,35,0,,20.0,N,480,,40,10.0,,,,N,,,N,21,21,1.0,N,,0,N,0,13,2.0,S,
39105,39,CINE,UNIVERSIDAD MAYOR,13,10,30,30,15,0,15.0,15.0,N,458,,50,10.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,N,
39106,39,INGENIERIA EN CONSTRUCCION,UNIVERSIDAD MAYOR,13,10,20,10,45,5,10.0,10.0,S,458,,30,15.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,3.0,S,
39107,39,DERECHO,UNIVERSIDAD MAYOR,13,10,10,50,10,0,20.0,20.0,N,480,,120,25.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,N,
39108,39,"DISEÑO MENCION GRAFICO, INDUSTRIAL O AMBIENTES",UNIVERSIDAD MAYOR,13,10,30,20,20,0,20.0,20.0,N,458,,60,30.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,N,S
39109,39,ENFERMERIA,UNIVERSIDAD MAYOR,13,10,15,35,30,0,10.0,10.0,N,480,450.0,80,15.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,N,S
39110,39,FONOAUDIOLOGIA,UNIVERSIDAD MAYOR,13,10,30,25,20,0,15.0,15.0,N,458,,60,20.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,N,S
39111,39,INGENIERÍA CIVIL ELECTRONICA,UNIVERSIDAD MAYOR,13,10,10,10,55,5,10.0,10.0,S,458,,30,10.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,3.0,S,
39112,39,INGENIERIA CIVIL EN COMPUTACION E INFORMATICA,UNIVERSIDAD MAYOR,13,10,10,10,55,5,10.0,10.0,S,458,,120,30.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,4.0,S,
39113,39,INGENIERIA CIVIL INDUSTRIAL,UNIVERSIDAD MAYOR,13,10,10,10,55,5,10.0,10.0,S,458,,120,40.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,4.0,S,
39114,39,INGENIERIA COMERCIAL,UNIVERSIDAD MAYOR,13,10,10,20,50,0,10.0,10.0,N,458,,120,50.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,N,
39115,39,INGENIERIA EN ADMINISTRACION,UNIVERSIDAD MAYOR,13,10,30,15,25,0,20.0,20.0,N,458,,60,25.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,N,
39116,39,INGENIERIA FORESTAL,UNIVERSIDAD MAYOR,13,10,20,20,35,0,15.0,15.0,N,458,,20,10.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,N,
39117,39,KINESIOLOGIA,UNIVERSIDAD MAYOR,13,10,10,20,45,0,15.0,15.0,N,458,,90,20.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,N,
39118,39,MEDICINA,UNIVERSIDAD MAYOR,13,10,20,15,25,0,30.0,30.0,N,480,600.0,60,10.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,N,
39119,39,MEDICINA VETERINARIA,UNIVERSIDAD MAYOR,13,10,20,20,35,0,15.0,15.0,N,480,,200,40.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,N,
39120,39,NUTRICION Y DIETETICA,UNIVERSIDAD MAYOR,13,10,30,20,20,0,20.0,20.0,N,458,,70,30.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,N,
39121,39,OBSTETRICIA Y PUERICULTURA,UNIVERSIDAD MAYOR,13,10,15,30,30,0,15.0,15.0,N,480,470.0,40,10.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,N,
39122,39,ODONTOLOGIA,UNIVERSIDAD MAYOR,13,10,20,20,40,0,10.0,10.0,N,550,550.0,70,20.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,N,
39124,39,PEDAGOGIA EN EDUCACIÓN DIFERENCIAL CON MENCION EN DISCAPACIDAD INTELECTUAL,UNIVERSIDAD MAYOR,13,10,30,30,10,0,20.0,20.0,N,458,,20,15.0,,,,N,,,S,21,21,1.0,S,,1,N,0,13,,N,
39125,39,"PED. EN EDUC. FISICA, DEPORTES Y RECREACION PARA EDUC. BASICA Y MEDIA",UNIVERSIDAD MAYOR,13,10,10,35,35,0,10.0,10.0,N,458,,30,20.0,,,,N,,,S,21,21,1.0,S,,1,N,0,13,,N,
39126,39,PEDAGOGIA EN EDUCACION PARVULARIA,UNIVERSIDAD MAYOR,13,10,20,35,20,0,15.0,15.0,N,458,,15,10.0,,,,N,,,S,21,21,1.0,S,,1,N,0,13,,N,
39129,39,PSICOLOGIA,UNIVERSIDAD MAYOR,13,10,10,50,20,0,10.0,10.0,N,480,,110,40.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,N,
39131,39,TEATRO,UNIVERSIDAD MAYOR,13,10,10,10,10,0,10.0,10.0,N,480,,30,10.0,,,,S,PONDERA,50.0,S,21,21,1.0,N,,0,N,0,13,,N,
39132,39,TECNOLOGIA MEDICA,UNIVERSIDAD MAYOR,13,10,20,20,20,0,30.0,30.0,N,480,,80,20.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,N,
39133,39,TERAPIA OCUPACIONAL,UNIVERSIDAD MAYOR,13,10,15,35,25,0,15.0,15.0,N,480,,70,20.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,N,
39134,39,GEOLOGIA,UNIVERSIDAD MAYOR,13,10,10,20,50,0,10.0,10.0,N,480,,50,10.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,1.0,S,
39135,39,BACHILLERATO EN CIENCIAS DE LA SALUD,UNIVERSIDAD MAYOR,13,10,20,25,30,0,,15.0,N,480,,90,20.0,,,,N,,,N,21,21,1.0,N,,0,N,0,13,,N,
39140,39,INGENIERIA EN MEDIO AMBIENTE Y SUSTENTABILIDAD,UNIVERSIDAD MAYOR,13,10,20,20,35,5,10.0,10.0,S,458,,30,15.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,3.0,S,
39141,39,INGENIERIA EN CIENCIA DE DATOS,UNIVERSIDAD MAYOR,13,10,20,10,45,5,10.0,10.0,S,458,,40,30.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,S,
39142,39,ADMINISTRACIÓN PÚBLICA,UNIVERSIDAD MAYOR,13,10,20,30,25,0,15.0,15.0,N,458,,45,20.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,N,
39143,39,INGENIERIA CIVIL EN MINAS,UNIVERSIDAD MAYOR,13,10,10,10,55,5,10.0,10.0,S,458,,40,30.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,S,
39398,39,INTERPRETACION MUSICAL SUPERIOR,UNIVERSIDAD MAYOR,13,20,50,10,10,0,10.0,10.0,N,458,,1,,,,,S,EXCLUYE,,S,21,21,,N,,0,N,0,13,,N,
39399,39,COMPOSICION MUSICAL SUPERIOR,UNIVERSIDAD MAYOR,13,20,50,10,10,0,10.0,10.0,N,458,,1,,,,,S,EXCLUYE,,S,21,21,,N,,0,N,0,13,,N,
39401,39,ARQUITECTURA,UNIVERSIDAD MAYOR,13,10,15,25,25,0,25.0,25.0,N,458,,40,10.0,,,,N,,,S,21,21,1.0,N,,0,N,0,9,,N,
39402,39,INGENIERIA EN CONSTRUCCION,UNIVERSIDAD MAYOR,13,10,20,10,45,5,10.0,10.0,S,458,,20,10.0,,,,N,,,S,21,21,1.0,N,,0,N,0,9,1.0,S,
39403,39,DERECHO,UNIVERSIDAD MAYOR,13,10,10,40,10,0,30.0,30.0,N,458,,60,20.0,,,,N,,,S,21,21,1.0,N,,0,N,0,9,,N,
39405,39,ENFERMERIA,UNIVERSIDAD MAYOR,13,10,30,20,20,0,20.0,20.0,N,480,450.0,70,20.0,,,,N,,,S,21,21,1.0,N,,0,N,0,9,,N,
39406,39,FONOAUDIOLOGIA,UNIVERSIDAD MAYOR,13,10,30,20,20,0,20.0,20.0,N,458,,30,10.0,,,,N,,,S,21,21,1.0,N,,0,N,0,9,,N,
39408,39,INGENIERIA CIVIL INDUSTRIAL,UNIVERSIDAD MAYOR,13,10,20,10,45,5,10.0,10.0,S,458,,20,10.0,,,,N,,,S,21,21,1.0,N,,0,N,0,9,3.0,S,
39409,39,INGENIERIA COMERCIAL,UNIVERSIDAD MAYOR,13,10,20,15,35,0,20.0,20.0,N,458,,70,30.0,,,,N,,,S,21,21,1.0,N,,0,N,0,9,,N,
39410,39,KINESIOLOGIA,UNIVERSIDAD MAYOR,13,10,30,20,20,0,20.0,20.0,N,458,,35,10.0,,,,N,,,S,21,21,1.0,N,,0,N,0,9,,N,
39411,39,MEDICINA,UNIVERSIDAD MAYOR,13,10,20,15,25,0,30.0,30.0,N,480,600.0,60,10.0,,,,N,,,S,21,21,1.0,N,,0,N,0,9,,N,
39412,39,MEDICINA VETERINARIA,UNIVERSIDAD MAYOR,13,10,30,25,25,0,10.0,10.0,N,458,,40,10.0,,,,N,,,S,21,21,1.0,N,,0,N,0,9,,N,
39413,39,NUTRICION Y DIETETICA,UNIVERSIDAD MAYOR,13,10,30,20,20,0,20.0,20.0,N,458,,30,10.0,,,,N,,,S,21,21,1.0,N,,0,N,0,9,,N,
39414,39,OBSTETRICIA Y PUERICULTURA,UNIVERSIDAD MAYOR,13,10,30,20,20,0,20.0,20.0,N,458,450.0,35,10.0,,,,N,,,S,21,21,1.0,N,,0,N,0,9,,N,
39415,39,ODONTOLOGIA,UNIVERSIDAD MAYOR,13,10,30,20,20,0,20.0,20.0,N,480,550.0,50,20.0,,,,N,,,S,21,21,1.0,N,,0,N,0,9,,N,
39419,39,PSICOLOGIA,UNIVERSIDAD MAYOR,13,10,20,40,20,0,10.0,10.0,N,458,,80,10.0,,,,N,,,S,21,21,1.0,N,,0,N,0,9,,N,
39420,39,TECNOLOGIA MEDICA,UNIVERSIDAD MAYOR,13,10,20,15,30,0,25.0,25.0,N,480,,50,10.0,,,,N,,,S,21,21,1.0,N,,0,N,0,9,,N,
39421,39,TERAPIA OCUPACIONAL,UNIVERSIDAD MAYOR,13,10,30,20,20,0,20.0,20.0,N,458,,30,15.0,,,,N,,,S,21,21,1.0,N,,0,N,0,9,,N,S
39422,39,BACHILLERATO EN CIENCIAS DE LA SALUD,UNIVERSIDAD MAYOR,13,10,20,25,30,0,,15.0,N,480,,40,10.0,,,,N,,,N,21,21,1.0,N,,0,N,0,9,,N,S
39423,39,ANIMACION DIGITAL,UNIVERSIDAD MAYOR,13,10,20,35,25,0,10.0,10.0,N,458,,30,10.0,,,,N,,,S,21,21,1.0,N,,0,N,0,9,,N,
39424,39,TURISMO SUSTENTABLE,UNIVERSIDAD MAYOR,13,10,30,35,15,0,10.0,10.0,N,458,,20,10.0,,,,N,,,S,21,21,1.0,N,,0,N,0,9,,N,
39425,39,AGRONOMÍA,UNIVERSIDAD MAYOR,13,10,30,25,25,0,10.0,10.0,N,458,,30,10.0,,,,N,,,S,21,21,1.0,N,,0,N,0,9,,N,
40001,40,ARQUITECTURA,UNIVERSIDAD FINIS TERRAE,13,15,25,20,30,0,10.0,10.0,N,458,,85,15.0,,,,N,,,S,21,21,2.0,N,,0,N,0,13,,N,
40002,40,DISEÑO,UNIVERSIDAD FINIS TERRAE,13,15,25,25,25,0,10.0,10.0,N,458,,80,10.0,,,,N,,,S,21,21,2.0,N,,0,N,0,13,,N,
40003,40,DISEÑO DE MODA Y MANAGEMENT,UNIVERSIDAD FINIS TERRAE,13,10,20,25,35,0,10.0,10.0,N,458,,30,10.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,N,
40010,40,LICENCIATURA EN ARTES VISUALES,UNIVERSIDAD FINIS TERRAE,13,20,20,25,25,0,10.0,10.0,N,458,,70,5.0,,,,N,,,S,21,21,2.0,N,,0,N,0,13,,N,
40020,40,LICENCIATURA EN HISTORIA,UNIVERSIDAD FINIS TERRAE,13,10,20,25,10,0,35.0,,N,458,,25,10.0,,,,N,,,N,21,21,2.0,N,,0,N,0,13,,N,
40021,40,LICENCIATURA EN LITERATURA,UNIVERSIDAD FINIS TERRAE,13,20,25,30,10,0,15.0,,N,458,,35,5.0,,,,N,,,N,21,21,2.0,N,,0,N,0,13,,N,
40022,40,PERIODISMO,UNIVERSIDAD FINIS TERRAE,13,10,30,40,10,0,10.0,10.0,N,458,,70,20.0,,,,N,,,S,21,21,2.0,N,,0,N,0,13,,N,
40023,40,PUBLICIDAD,UNIVERSIDAD FINIS TERRAE,13,10,25,45,10,0,10.0,10.0,N,458,,70,20.0,,,,N,,,S,21,21,2.0,N,,0,N,0,13,,N,
40030,40,DERECHO,UNIVERSIDAD FINIS TERRAE,13,20,20,30,10,0,20.0,,N,458,,225,20.0,,,,N,,,N,21,21,2.0,N,,0,N,0,13,,N,
40040,40,INGENIERÍA COMERCIAL,UNIVERSIDAD FINIS TERRAE,13,10,30,10,40,0,10.0,10.0,N,458,,175,20.0,,,,N,,,S,21,21,2.0,N,,0,N,0,13,,N,
40041,40,CONTADOR AUDITOR,UNIVERSIDAD FINIS TERRAE,13,10,30,15,35,0,10.0,10.0,N,458,,30,10.0,,,,N,,,S,21,21,2.0,N,,0,N,0,13,,N,
40042,40,INGENIERÍA EN INFORMACIÓN Y CONTROL DE GESTIÓN,UNIVERSIDAD FINIS TERRAE,13,10,30,15,35,0,10.0,10.0,N,458,,35,10.0,,,,N,,,S,21,21,2.0,N,,0,N,0,13,,N,
40043,40,DIRECCIÓN Y GESTIÓN DE ARTES CULINARIAS,UNIVERSIDAD FINIS TERRAE,13,10,30,20,30,0,10.0,10.0,N,458,,30,5.0,,,,N,,,S,21,21,1.0,N,,0,N,0,13,,N,
40050,40,PEDAGOGÍA EN EDUCACIÓN BÁSICA,UNIVERSIDAD FINIS TERRAE,13,20,25,30,15,0,10.0,10.0,N,458,,20,10.0,,,,N,,,S,21,21,2.0,S,,1,N,0,13,,N,
40051,40,PEDAGOGÍA EN EDUCACIÓN PARVULARIA,UNIVERSIDAD FINIS TERRAE,13,20,25,30,15,0,10.0,10.0,N,458,,30,10.0,,,,N,,,S,21,21,2.0,S,,1,N,0,13,,N,
40053,40,CIENCIAS DE LA FAMILIA,UNIVERSIDAD FINIS TERRAE,13,20,25,25,20,0,10.0,10.0,N,458,,20,10.0,,,,N,,,S,21,21,2.0,N,,0,N,0,13,,N,
40061,40,INGENIERÍA CIVIL INDUSTRIAL,UNIVERSIDAD FINIS TERRAE,13,10,30,10,35,5,,10.0,S,458,,60,10.0,,,,N,,,N,21,21,2.0,N,,0,N,0,13,5.0,S,
40062,40,INGENIERÍA CIVIL INFORMÁTICA Y TELECOMUNICACIONES,UNIVERSIDAD FINIS TERRAE,13,10,30,10,35,5,,10.0,S,458,,105,10.0,,,,N,,,N,21,21,2.0,N,,0,N,0,13,5.0,S,
40063,40,INGENIERÍA CIVIL EN REALIDAD VIRTUAL Y VIDEOJUEGOS,UNIVERSIDAD FINIS TERRAE,13,10,30,10,35,5,,10.0,S,458,,35,15.0,,,,N,,,N,21,21,2.0,N,,0,N,0,13,5.0,S,
40064,40,INGENIERÍA CIVIL BIOMÉDICA,UNIVERSIDAD FINIS TERRAE,13,10,30,10,35,5,,10.0,S,458,,30,5.0,,,,N,,,N,21,21,2.0,N,,0,N,0,13,5.0,S,
40070,40,MEDICINA,UNIVERSIDAD FINIS TERRAE,13,15,25,15,30,0,,15.0,N,500,600.0,75,5.0,,,,N,,,N,21,21,2.0,N,,0,N,0,13,,N,
40071,40,KINESIOLOGÍA,UNIVERSIDAD FINIS TERRAE,13,25,15,20,30,0,,10.0,N,458,,80,15.0,,,,N,,,N,21,21,2.0,N,,0,N,0,13,,N,
40072,40,NUTRICIÓN Y DIETÉTICA,UNIVERSIDAD FINIS TERRAE,13,25,20,15,30,0,,10.0,N,458,,70,30.0,,,,N,,,N,21,21,2.0,N,,0,N,0,13,,N,
40073,40,ENFERMERÍA,UNIVERSIDAD FINIS TERRAE,13,20,15,25,30,0,,10.0,N,500,500.0,80,5.0,,,,N,,,N,21,21,2.0,N,,0,N,0,13,,N,
40074,40,PSICOLOGÍA,UNIVERSIDAD FINIS TERRAE,13,20,30,20,20,0,10.0,10.0,N,458,,115,10.0,,,,N,,,S,21,21,2.0,N,,0,N,0,13,,N,
